Handle,ObjType,TextString,Layer,TextHeight
BC7935,MText,"L.S. 1",L-SECTION-LSD,9.994660499999936
BC7936,MText,"\pxqr;L.S. 2",L-SECTION-LSD,9.994660499999936
BC7938,MText,"L.S. 8",L-SECTION-LSD,9.994660499999936
BC7939,MText,"\pxqr;L.S. 7",L-SECTION-LSD,9.994660499999936
BC7B3E,MText,"\pxqc;{\fArial Narrow|b0|i1|c0|p34;5m High Grade Gravel Road}",AS-GENERAL,9.994660499999936
BC7C15,MText,"\pxqc;SEE PAD SITE DETAIL",L-DETAIL-T,15.991456799999904
BC7C17,MText,"\pxqc;SEE EVIDENCE DETAIL",L-DETAIL-T,15.991456799999904
BCA392,MText,"Theor. S.E.1/4 \PSec. 28-61-20-W.5M.",C-SYMBOL,19.989320999999887
BCC55D,MText,"\pxqc;ICP",0,9.994660499999954
BCC55F,MText,"\pxqc;ICP",0,9.994660499999954
BD26C6,MText,"\pxqc;Peyto\P15-4 (HZ)",F-WS-S,9.999999999999954
BD26CE,MText,"\pxqc;HWN\P5-10 (HZ)",F-WS-S,9.999999999999954
BD26E0,MText,"\pxqc;Cenovus\P12-10 (Abd.)",AS-DRILL-T,9.999999999999954
BD26E8,MText,"\pxqc;Cenovus\P9-10 (DD)",F-WS-S,9.999999999999954
BD26F5,MText,"\pxqc;Paramount\P10-10",F-WS-S,9.999999999999954
BD2700,MText,"\pxqc;Cenovus\P3-15",AS-DRILL-T,9.999999999999954
BD2701,MText,"\pxqc;Cenovus\P1-15",AS-DRILL-T,9.999999999999954
BD2702,MText,"\pxqc;Cenovus\P13-15",AS-DRILL-T,9.999999999999954
BD2703,MText,"\pxqc;Sinopec\P7-22 (DD)",F-WS-S,9.999999999999954
BD270B,MText,"\pxqc;Sinopec\P5-22",AS-DRILL-T,9.999999999999954
BD270C,MText,"\pxqc;Sinopec\P10-22",AS-DRILL-T,9.999999999999954
BD270D,MText,"\pxqc;Sinopec\P16-22",AS-DRILL-T,9.999999999999954
BD270E,MText,"\pxqc;Cenovus\P1-27",AS-DRILL-T,9.999999999999954
BD270F,MText,"\pxqc;CNRL\P2-27 (HZ)",AS-DRILL-T,9.999999999999954
BD28A2,MText,"\pxqc;CNRL\P7-27 (HZ)",AS-DRILL-T,9.999999999999954
BD28A3,MText,"\pxqc;Cenovus\P3-27",AS-DRILL-T,9.999999999999954
BD28A4,MText,"\pxqc;Cenovus\P102/3-27",AS-DRILL-T,9.999999999999954
BD28A5,MText,"\pxqc;Sinopec\P5-27",AS-DRILL-T,9.999999999999954
BD28AD,MText,"\pxqc;Cenovus\P5-28",AS-DRILL-T,9.999999999999954
BD28B5,MText,"\pxqc;12-28\P(Abd.)",AS-DRILL-T,9.999999999999954
BD28BE,MText,"\pxqc;CNRL\P2-27 (HZ)",AS-DRILL-T,9.999999999999954
BD28C6,MText,"\pxqc;CNRL\P7-27 (HZ)",AS-DRILL-T,9.999999999999954
BD293D,MText,"\pxqc;CNRL\P13-28 (HZ)",AS-DRILL-T,9.999999999999954
BD2945,MText,"\pxqc;CNRL\P16-28 (HZ)",AS-DRILL-T,9.999999999999954
BD294D,MText,"\pxqc;CNRL\P15-29 (HZ)",AS-DRILL-T,9.999999999999954
BD2955,MText,"\pxqc;CNRL\P13-29 (HZ)",AS-DRILL-T,9.999999999999954
BD2957,MText,"\pxqc;6-29 (DD)\P(Abd.)",AS-DRILL-T,9.994660499999958
BD295F,MText,"\pxqc;Paramount\P3-29",F-WS-S,9.999999999999954
BD2B30,MText,"\pxqc;Peyto\P102/10-30",F-WS-S,9.999999999999954
BD2B39,MText,"\pxqc;Whitecap\P13-10 (HZ)",F-WS-S,9.999999999999954
BD2B41,MText,"\pxqc;Whitecap\P14-10 (HZ)",F-WS-S,9.999999999999954
BD2B4F,MText,"\pxqc;Whitecap\P15-10 (HZ)",F-WS-S,9.999999999999954
BD2B57,MText,"\pxqc;Whitecap\P16-10 (HZ)",F-WS-S,9.999999999999954
BD2D28,MText,"\pxqc;Whitecap\P102/13-11 (HZ)",F-WS-S,9.999999999999954
BD2D33,MText,"\pxqc;Paramount\P2-30",F-WS-S,9.999999999999954
BD2D3B,MText,"\pxqc;Peyto\P11-30",F-WS-S,9.999999999999954
BD2D44,MText,"\pxqc;10-30\P(Abd.)",AS-DRILL-T,9.994660499999958
BD2D4C,MText,"\pxqc;Peyto\P5-31",F-WS-S,9.999999999999954
BD3118,MText,"\pxqc;Razor\P8-32",F-WS-S,9.994660499999958
BD32E8,MText,"\pxqc;CNRL\P1-32 (HZ)",AS-DRILL-T,9.999999999999954
BD32F0,MText,"\pxqc;Paramount\P10-32 (DD)\P(Abd.)",AS-DRILL-T,9.999999999999954
BD3301,MText,"Rge. 21",D-TXT,13.992524699999958
BD3302,MText,"Rge. 20",D-TXT,13.992524699999958
BD3303,MText,"Rge. 21",D-TXT,13.992524699999958
BD3304,MText,"Rge. 20",D-TXT,13.992524699999958
BD3305,MText,"Rge. 21",D-TXT,13.992524699999958
BD3306,MText,"Rge. 20",D-TXT,13.992524699999958
BD439B,DBText,"A2",Z-DRILL-POINT,1.998932099999992
BD439C,DBText,"A3",Z-DRILL-POINT,1.998932099999992
BD439E,DBText,"B2",Z-DRILL-POINT,1.998932099999992
BD439F,DBText,"B3",Z-DRILL-POINT,1.998932099999992
