Handle,ObjType,TextString,Layer,TextHeight
BC7272,MText,"Twp. 65",D-TXT,13.993027387921304
BC7273,MText,"Twp. 66",D-TXT,13.993027387921304
BC727F,MText,"Theoretic Government Road Allowance",L-ROAD-T,8.995517606520883
BC7280,MText,"Theoretic Government Road Allowance",L-ROAD-T,8.995517606520883
BC7283,MText,"\pxqc;UNSURVEYED TERRITORY",C-SYMBOL,15.992031300481548
BC7285,MText,"Theoretic Government Road Allowance",L-ROAD-T,8.995517606520883
BC7294,MText,"Theor. N.W.1/4 \PSec. 1-66-4-W.6M.",C-SYMBOL,19.991879999999433
BC72B4,MText,"Theor. S.W.1/4\PSec. 1-66-4-W.6M.",C-SYMBOL,19.991879999999433
BC72D7,MText,"\pxql;L.S. 3",L-SECTION-LSD,9.99999999999975
BC72D9,MText,"\pxqr;L.S. 4",L-SECTION-LSD,9.99999999999975
BC72DB,MText,"\pxql;L.S. 6",L-SECTION-LSD,9.99999999999975
BC72DD,MText,"\pxqr;L.S. 5",L-SECTION-LSD,9.99999999999975
BC72DF,MText,"\pxql;L.S. 11",L-SECTION-LSD,9.99999999999975
BC72E1,MText,"\pxqr;L.S. 12",L-SECTION-LSD,9.99999999999975
BC72E3,MText,"L.S. 14",L-SECTION-LSD,9.99999999999975
BC72E4,MText,"\pxqr;L.S. 13",L-SECTION-LSD,9.99999999999975
BC8CFC,MText,"\pxqc;HWN Energy\PReservoir\PLOC 160294",F-WS-T,9.999999999999597
BC8CFE,MText,"\pxqc;CNRL\P6-1(Surface)\PMSL 871943",F-WS-T,9.999999999999597
BC8D00,MText,"\pxqc;CNRL\PSump Site\PLOC 890420\P(Expired)",F-WS-T,9.999999999999597
BC8D08,MText,"\pxqc;CanFor\PCLR970234",F-WS-T,9.999999999999597
BC8D0B,MText,"\pxqc;CNRL\P14-1 (Surface)\PMSL 200426",F-WS-T,9.999999999999597
BC8D0D,MText,"\pxqc;HWN Energy\PNon-Manufacturing Clay\PSML 180026",F-WS-T,9.999999999999597
BC8D14,MText,"\pxqc;{\fArial Narrow|b0|i1|c0|p34;6m High Grade Gravel Road}",T-TEXT,9.995849999999749
BC8D24,MText,"Valley Break",T-TEXT,9.999999999999739
BC8D2F,MText,"Ephemeral Draw",T-WATER-T,8.992683951902618
BC8D31,MText,"Intermittent\PCreek",T-WATER-T,9.999999999999739
BC8D43,MText,"\pxqc;{\fArial Narrow|b0|i1|c0|p34;\C256;40cm Poplar & Scattered Spruce}",T-BUSH-T,9.999999999999654
BC8D45,MText,"\pxqc;{\fArial Narrow|b0|i1|c0|p34;\C256;40cm Poplar & Scattered Spruce}",T-BUSH-T,9.999999999999654
BEA73F,MText,"\pxqc;SEE PAD SITE DETAIL",L-DETAIL-T,15.993384639999709
BEB0D4,DBText,"RP",35,9.995865399999781
BEC1D9,DBText,"RP",35,9.995865399999781
BEC34D,MText,"\pxqc;CNRL\P6-1(Surface)\PMSL 871943",F-WS-T,9.999999999999597
BEE0AB,MText,"{\fArial Narrow|b0|i0|c0|p34;141.6}",P-TEMP-T,9.999999999999739
BEE0AC,MText,"{\fArial Narrow|b0|i0|c0|p34;38.1}",P-TEMP-T,9.999999999999739
BEE0AD,MText,"{\fArial Narrow|b0|i0|c0|p34;60.0}",P-TEMP-T,9.999999999999739
BEE0AE,MText,"{\fArial Narrow|b0|i0|c0|p34;99.1}",P-TEMP-T,9.999999999999739
BEE0AF,MText,"{\fArial Narrow|b0|i0|c0|p34;19.9}",P-TEMP-T,9.999999999999739
BEE0B0,MText,"{\fArial Narrow|b0|i0|c0|p34;78.8}",P-TEMP-T,9.999999999999739
BEE859,MText,"\A1;{\fArial Narrow|b0|i1|c0|p34;E.-W. 1/4 Line}",L-QSEC,9.999999999999597
BF1970,DBText,"20.00",L-BD1,9.995865399999786
BF1AD8,MText,"\pxqc;50.52\P169°",L-BD1,9.995865399999786
BF1AD9,MText,"\pxqc;180.92 31'",L-BD1,9.995865399999786
BF1ADA,MText,"\pxqc;21.36 55''",L-BD1,9.995865399999786
BF224C,MText,"Valley Break",T-TEXT,9.999999999999739
BF313F,MText,"\pxqc;CNRL\PSump Site\PLOC 890420\P(Expired)",F-WS-T,9.999999999999597
BF3148,DBText,"68.41 (Tie)",L-BD,9.995865399999786
BF314A,MText,"6°33'35''",L-BD,9.995865399999786
BF38B3,MText,"\pxqr;Fd.I.\PMp.",L-MON-T,9.999999999999597
BF38B5,MText,"\pxqr;Fd.I.\PMp.",L-MON-T,9.999999999999597
BF38B7,MText,"\pxqr;Fd.I.\Pc.s.",L-MON-T,9.999999999999597
BF7B73,DBText,"373.32",L-BD,9.995865399999786
BF7B75,MText,"169°31'55''",L-BD,9.995865399999786
BF7B76,DBText,"373.32",L-BD,9.995865399999786
BF7B77,MText,"169°31'55''",L-BD,9.995865399999786
BF7B80,DBText,"180.92",L-BD,9.995865399999786
BF7B81,DBText,"31'",L-BD,9.995865399999786
BF7D03,MText,"7.00",L-BD1,9.995865399999786
BF85D0,DBText,"259°",L-BD1,9.995865399999786
BF85D2,DBText,"31'",L-BD1,9.995865399999786
BF85D3,MText,"55''",L-BD1,9.995865399999786
BF8738,DBText,"20.00",L-BD1,9.995865399999786
BF8739,DBText,"259°",L-BD1,9.995865399999786
BF873A,MText,"7.00",L-BD1,9.995865399999786
BF873B,DBText,"31'",L-BD1,9.995865399999786
BF873C,MText,"55''",L-BD1,9.995865399999786
BF873F,DBText,"115.94",L-BD,9.995865399999786
BF8740,DBText,"169°",L-BD,9.995865399999786
BF88A7,MText,"\pxqc;353°28'35''\P101.95 (Tie)",L-BD,9.995865399999786
BF88A8,DBText,"101.71",L-BD,9.995865399999786
BF88A9,DBText,"55''",L-BD,9.995865399999786
BF88AC,MText,"Buried Pipes(2)",AS-PIPE-UG-T,9.999999999999739
BF88AD,MText,"8m High Grade Gravel Road",T-TEXT,9.999999999999739
BFA752,MText,"\pxqc;PAD SITE DETAIL\P{\H0.7x;SCALE 1:2000}",DETAIL-T,19.991730799999573
BFBCEA,MText,"\pxqc;{\fArial Narrow|b0|i1|c0|p34;\C256;40cm Poplar & Scattered Spruce}",T-BUSH-T,9.999999999999654
