Handle,ObjType,TextString,Layer,TextHeight
AFB936,MText,"\pxqc;{\fArial Narrow|b0|i1|c0|p34;800m Trumpeter Swan \P Boundary}",AS-WILDLIFE,9.995668500000114
AFB9BF,DBText,"39",POINTNUMBER,7.500000000000114
AFB9C0,DBText,"863.3",ELEVATION,7.500000000000114
AFB9C1,DBText,"FDI",DESCRIPTION,7.500000000000114
AFBBC3,DBText,"Theor. N.W.1/4 Sec. 27-64-3-W.6M.",C-SYMBOL,19.99133700000018
AFBBC4,MText,"\pxqc;UNSURVEYED TERRITORY",L-UNS-T,15.993069600000238
AFBF30,MText,"\pxqc;{\fArial Narrow|b0|i1|c0|p34;800m Trumpeter Swan \P Boundary}",AS-WILDLIFE,9.995668500000114
AFBF74,MText,"\pxqc;8-28\P(Abd.)",ABADATA-DRILL-T,9.995668500000084
AFBF76,MText,"\pxqc;Veren\P11-32 (HZ)",ABADATA-DRILL-T,9.995668500000084
AFBF78,MText,"\pxqc;Veren\P8-28 (HZ)\P(Abd.)",ABADATA-DRILL-T,9.995668500000084
AFBF7A,MText,"\pxqc;Veren\P4-33 (DD)",ABADATA-DRILL-T,9.995668500000084
AFBF7C,MText,"\pxqr;CNRL\P11-28",ABADATA-DRILL-T,9.995668500000084
AFBF7E,MText,"\pxqc;CNRL\P10-29",ABADATA-DRILL-T,9.995668500000084
AFBF81,MText,"\pxqc;9-29\P(Abd.)",ABADATA-DRILL-T,9.995668500000084
AFBF83,MText,"\pxqc;CNRL\P2-32",ABADATA-DRILL-T,9.995668500000084
AFBF86,MText,"\pxqc;Veren\P4-32 (HZ)",ABADATA-DRILL-T,9.995668500000084
AFBF89,MText,"\pxqc;Veren\P13-32 (HZ)",ABADATA-DRILL-T,9.995668500000084
AFBF8B,MText,"\pxqc;Veren\P4-5 (HZ)",ABADATA-DRILL-T,9.995668500000084
AFBF92,MText,"\pxqc;Veren\P2-28 (HZ)",ABADATA-DRILL-T,9.995668500000084
AFBF94,MText,"\pxqc;Veren\P102/13-21 (HZ)",ABADATA-DRILL-T,9.995668500000084
AFBF96,MText,"\pxqc;Veren\P14-21 (HZ)",ABADATA-DRILL-T,9.995668500000084
AFC004,MText,"\pxqc;8-28\P(Abd.)",ABADATA-DRILL-T,39.98267400000034
AFC006,MText,"\pxqc;Veren\P11-32 (HZ)",ABADATA-DRILL-T,39.98267400000034
AFC008,MText,"\pxqc;CNRL\P4-33 (DD)",ABADATA-DRILL-T,39.98267400000034
AFC00A,MText,"\pxqr;CNRL\P11-28",ABADATA-DRILL-T,39.98267400000034
AFC00D,MText,"\pxqc;CNRL\P2-32",ABADATA-DRILL-T,39.98267400000034
AFC00F,MText,"\pxqc;9-29\P(Abd.)",ABADATA-DRILL-T,39.98267400000034
AFC011,MText,"\pxqc;CNRL\P10-29",ABADATA-DRILL-T,39.98267400000034
AFC014,MText,"\pxqc;Veren\P103/13-32 (HZ)",ABADATA-DRILL-T,39.98267400000034
AFC017,MText,"\pxqc;Veren\P1S0/2-28 (HZ)",ABADATA-DRILL-T,39.98267400000034
AFC019,MText,"\pxqc;Veren\P102/13-21 (HZ)",ABADATA-DRILL-T,39.98267400000034
AFC01B,MText,"\pxqc;Veren\P1S0/4-5 (HZ)",ABADATA-DRILL-T,39.98267400000034
AFC020,MText,"\pxqc;Veren\P14-21 (HZ)",ABADATA-DRILL-T,39.98267400000034
AFC024,MText,"\pxqc;Veren\P4-32 (HZ)",ABADATA-DRILL-T,39.98267400000034
AFC034,MText,"\pxqc;UNSURVEYED TERRITORY",L-UNS-T,15.993069600000238
AFC05B,MText,"100m OIL BUFFER",AS-TARGET-OIL,27.987871799999574
AFC05C,MText,"150m GAS BUFFER",AS-TARGET-GAS,27.987871799999574
AFC061,MText,"150m GAS BUFFER",AS-TARGET-GAS,27.987871799999574
AFC062,MText,"100m OIL BUFFER",AS-TARGET-OIL,27.987871799999574
AFC067,MText,"150m GAS BUFFER",AS-TARGET-GAS,27.987871799999574
AFC068,MText,"100m OIL BUFFER",AS-TARGET-OIL,27.987871799999574
AFC075,MText,"\pxqc;Veren\P8-28 (HZ)\P(Abd.)",ABADATA-DRILL-T,39.98267400000034
AFC0AF,MText,"{\fArial Narrow|b0|i1|c0|p34;Fen}",WETLAND-T,10.000000000000082
AFC0B6,MText,"{\fArial Narrow|b0|i1|c0|p34;Fen}",WETLAND-T,9.995668500000079
AFC0F4,MText,"{\fArial Narrow|b0|i1|c0|p34;Buried Pipe}",AS-PIPE-UG-T,9.995668500000077
AFC0F5,MText,"{\fArial Narrow|b0|i1|c0|p34;Buried Pipe}",AS-PIPE-UG-T,9.995668500000077
AFCA58,MText,"L.S. 1",L-SECTION-LSD,9.99566850000011
AFCA59,MText,"\pxqr;L.S. 2",L-SECTION-LSD,9.99566850000011
AFCA5B,MText,"L.S. 8",L-SECTION-LSD,9.99566850000011
AFCA5C,MText,"\pxqr;L.S. 7",L-SECTION-LSD,9.99566850000011
AFCA5E,MText,"\pxql;L.S. 11",L-SECTION-LSD,9.995668500000084
AFCA60,MText,"\pxqr;L.S. 12",L-SECTION-LSD,9.995668500000084
AFCA62,MText,"L.S. 14",L-SECTION-LSD,9.995668500000084
AFCA63,MText,"\pxqr;L.S. 13",L-SECTION-LSD,9.995668500000084
AFCA6D,MText,"L.S. 1",L-SECTION-LSD,9.995668500000084
